timestamp,frame_id,object_type,confidence,x1,y1,x2,y2
71.738,1720,person,0.4393,934.8,262.5,982.1,382.2
71.738,1720,person,0.4023,33.8,392.0,73.3,502.1
71.738,1720,car,0.3701,751.2,8.6,902.3,165.1
71.738,1720,person,0.3631,150.0,79.5,190.2,180.2
71.738,1720,person,0.3482,634.1,253.5,666.5,346.9
71.738,1720,person,0.3413,701.6,364.2,739.5,469.1
71.738,1720,person,0.3273,7.4,385.0,45.2,501.5
71.738,1720,person,0.3215,119.5,396.6,163.7,497.9
71.738,1720,person,0.3104,639.5,324.5,677.5,439.1
71.738,1720,person,0.2567,565.9,310.8,601.5,421.5
72.155,1730,car,0.8544,407.9,623.5,775.1,713.7
72.155,1730,car,0.837,857.0,169.8,1010.7,313.0
72.155,1730,car,0.7919,1148.9,22.4,1279.5,166.8
72.155,1730,person,0.78,457.1,374.1,520.2,488.5
72.155,1730,car,0.7755,919.9,57.5,1062.8,192.8
72.155,1730,car,0.7741,1066.8,159.2,1218.0,306.7
72.155,1730,person,0.759,1130.1,375.1,1197.4,479.0
72.155,1730,car,0.7523,679.5,128.2,840.3,296.6
72.155,1730,person,0.7303,219.2,339.5,275.6,458.5
72.155,1730,person,0.6104,899.6,335.7,942.4,451.0
72.155,1730,person,0.602,938.1,327.5,991.4,441.0
72.155,1730,car,0.5858,455.2,185.7,629.5,345.1
72.155,1730,person,0.559,1053.8,344.5,1093.1,448.1
72.155,1730,person,0.5527,312.8,362.2,363.2,495.5
72.155,1730,person,0.5342,76.9,343.0,146.6,459.3
72.155,1730,person,0.5015,10.2,128.9,48.7,239.1
72.155,1730,person,0.5012,32.1,398.4,73.9,502.8
72.155,1730,car,0.4894,1002.5,0.9,1126.2,73.1
72.155,1730,person,0.4815,183.0,232.1,214.3,335.0
72.155,1730,person,0.4788,356.4,334.4,394.8,441.2
72.155,1730,person,0.4711,44.0,145.4,78.9,246.9
72.155,1730,person,0.4677,497.4,350.1,544.4,466.1
72.155,1730,person,0.4571,205.1,259.4,242.8,378.4
72.155,1730,person,0.4409,5.9,351.3,49.6,503.1
72.155,1730,person,0.3932,164.9,349.8,214.2,424.7
72.155,1730,car,0.3695,750.5,6.8,902.7,164.7
72.155,1730,person,0.3217,603.4,268.3,628.8,338.2
72.155,1730,person,0.2991,541.1,300.2,580.0,408.2
72.155,1730,person,0.2683,76.9,232.3,114.3,351.4
72.155,1730,person,0.2562,433.9,354.9,473.5,463.3
72.573,1740,car,0.8747,0.8,603.6,337.8,717.9
72.573,1740,car,0.7991,857.3,170.8,1010.3,312.1
72.573,1740,car,0.7983,1066.9,158.4,1219.2,307.5
72.573,1740,car,0.7941,1149.3,22.1,1279.5,166.3
72.573,1740,car,0.7773,679.9,128.3,840.5,296.9
72.573,1740,car,0.7236,919.5,57.0,1062.3,192.5
72.573,1740,person,0.7096,772.7,356.9,825.0,460.2
72.573,1740,car,0.6918,455.9,184.3,628.3,346.9
72.573,1740,person,0.6536,185.5,365.0,245.5,494.5
72.573,1740,person,0.6192,497.5,312.0,561.9,415.9
72.573,1740,person,0.5844,1192.5,350.4,1238.2,471.2
72.573,1740,person,0.5779,183.3,233.6,219.3,335.1
72.573,1740,person,0.5538,60.2,348.0,115.8,496.4
72.573,1740,car,0.5438,1002.6,0.4,1136.5,75.4
72.573,1740,person,0.5278,147.7,346.8,194.6,449.3
72.573,1740,person,0.5226,77.6,232.7,119.9,340.0
72.573,1740,person,0.4925,34.3,383.7,73.8,504.3
72.573,1740,person,0.4578,296.9,25.4,329.8,122.0
72.573,1740,person,0.4406,5.5,381.2,45.2,504.3
72.573,1740,person,0.4235,99.2,143.7,145.3,252.4
72.573,1740,person,0.4176,484.9,328.8,560.2,415.4
72.573,1740,car,0.4114,750.9,50.7,866.5,166.8
72.573,1740,person,0.4098,229.7,240.4,256.6,343.5
72.573,1740,person,0.3932,206.7,352.0,246.8,469.2
72.573,1740,person,0.3704,1074.3,311.6,1133.7,420.2
72.573,1740,person,0.3402,1219.6,341.1,1258.7,463.3
72.573,1740,person,0.318,232.3,345.8,273.8,458.1
72.573,1740,person,0.3143,830.6,337.9,882.4,445.8
72.573,1740,person,0.3087,855.7,60.1,899.7,169.8
72.573,1740,person,0.2911,20.7,390.0,71.4,505.6
72.573,1740,person,0.2752,1198.3,342.7,1258.6,470.4
72.573,1740,bus,0.2608,0.4,1.6,211.4,248.1
72.573,1740,person,0.2604,805.4,311.9,845.6,418.1
72.99,1750,car,0.8102,856.7,171.4,1010.4,314.6
72.99,1750,car,0.8012,1067.4,159.7,1218.3,306.5
72.99,1750,car,0.7992,1148.8,21.6,1279.5,166.6
72.99,1750,car,0.7764,680.0,128.1,840.6,296.4
72.99,1750,car,0.7539,455.6,188.6,629.3,344.6
72.99,1750,car,0.721,920.4,56.3,1062.9,192.6
72.99,1750,person,0.6651,1087.2,297.3,1144.5,467.0
72.99,1750,car,0.6426,624.5,631.1,933.4,717.4
72.99,1750,person,0.6233,663.9,329.3,715.0,432.0
72.99,1750,person,0.5954,1163.2,336.4,1198.5,449.9
72.99,1750,car,0.5868,1002.6,0.5,1137.2,74.6
72.99,1750,person,0.5761,92.7,145.7,139.1,253.0
72.99,1750,person,0.5675,184.4,236.3,221.5,336.4
72.99,1750,person,0.5245,510.4,124.4,556.8,190.1
72.99,1750,person,0.5186,35.0,387.5,73.9,503.1
72.99,1750,person,0.5029,76.5,345.6,113.8,470.2
72.99,1750,person,0.5027,511.0,124.4,560.7,218.1
72.99,1750,person,0.4795,228.2,237.0,267.4,347.5
72.99,1750,person,0.4505,7.0,384.5,44.4,503.6
72.99,1750,person,0.4339,291.5,182.3,334.9,314.8
72.99,1750,person,0.4055,1090.0,340.9,1143.9,467.1
72.99,1750,person,0.3887,131.0,31.0,165.6,117.8
72.99,1750,car,0.3819,751.9,6.7,902.0,164.4
72.99,1750,person,0.2812,917.0,282.9,977.5,391.2
72.99,1750,person,0.2771,179.2,24.8,214.3,120.7
73.407,1760,car,0.8451,73.7,608.3,433.2,718.9
73.407,1760,car,0.8306,858.0,170.1,1010.9,311.5
73.407,1760,car,0.7833,1148.9,21.9,1279.4,166.0
73.407,1760,car,0.7573,679.6,127.8,840.8,295.2
73.407,1760,car,0.7205,1067.8,158.4,1220.1,305.2
73.407,1760,car,0.7015,921.1,56.5,1063.0,193.1
73.407,1760,car,0.6689,455.7,185.3,628.7,344.3
73.407,1760,person,0.6442,1156.5,257.0,1211.0,381.3
73.407,1760,car,0.6131,1002.6,0.6,1137.0,73.3
73.407,1760,person,0.6019,1208.3,308.1,1257.8,413.5
73.407,1760,person,0.5795,278.1,341.2,360.4,461.4
73.407,1760,person,0.5602,152.1,328.2,189.8,441.0
73.407,1760,person,0.5477,36.7,390.3,74.1,503.0
73.407,1760,person,0.5451,88.9,380.5,137.9,500.9
73.407,1760,person,0.4524,8.0,382.9,44.3,503.9
73.407,1760,person,0.422,71.2,256.2,107.5,361.6
73.407,1760,car,0.3963,751.9,14.7,902.6,164.8
73.407,1760,person,0.3631,129.4,144.4,170.6,249.5
73.407,1760,person,0.3313,525.1,166.7,563.8,219.3
73.407,1760,person,0.3097,185.1,225.6,217.3,336.4
73.407,1760,person,0.292,806.5,1.2,843.7,50.4
73.824,1770,bus,0.9151,303.9,489.3,794.4,718.5
73.824,1770,car,0.8061,1149.5,21.6,1279.4,166.4
73.824,1770,car,0.8024,1067.9,158.9,1218.7,305.9
73.824,1770,car,0.8,858.0,169.0,1009.8,315.1
73.824,1770,car,0.7615,921.8,56.4,1062.6,191.0
73.824,1770,car,0.7221,679.3,127.3,839.7,298.2
73.824,1770,car,0.7042,1172.2,638.9,1279.3,718.8
73.824,1770,car,0.6824,455.6,187.5,628.7,343.9
73.824,1770,person,0.6593,770.7,268.0,825.4,379.7
73.824,1770,car,0.6395,1002.5,0.8,1137.1,73.6
73.824,1770,person,0.5274,37.3,392.4,74.5,504.2
73.824,1770,person,0.5181,78.2,396.4,122.4,521.5
73.824,1770,person,0.4924,882.5,297.2,934.7,402.1
73.824,1770,person,0.4775,133.4,394.4,176.7,507.9
73.824,1770,person,0.474,187.3,229.1,220.5,333.8
73.824,1770,car,0.4483,751.5,14.5,902.7,164.5
73.824,1770,person,0.438,978.6,273.5,1030.3,414.8
73.824,1770,person,0.4075,9.5,391.8,44.6,504.9
73.824,1770,person,0.4053,199.5,369.4,242.0,473.7
73.824,1770,person,0.3685,230.0,234.7,266.2,343.8
73.824,1770,person,0.3518,525.2,166.7,563.7,219.3
73.824,1770,person,0.297,981.6,270.4,1022.4,361.2
73.824,1770,person,0.2955,806.3,0.9,843.8,50.5
73.824,1770,person,0.29,976.4,325.6,1031.2,424.9
74.241,1780,car,0.8238,857.9,170.5,1009.9,311.9
74.241,1780,car,0.7777,1066.8,160.3,1217.5,306.6
74.241,1780,car,0.7681,1149.3,21.6,1279.4,166.1
74.241,1780,person,0.7393,124.7,411.9,169.0,529.7
74.241,1780,car,0.72,921.1,56.8,1063.3,192.7
74.241,1780,car,0.7054,679.9,127.5,841.3,297.2
74.241,1780,person,0.685,545.6,289.1,609.4,399.3
74.241,1780,person,0.6672,377.1,281.8,431.3,392.1
74.241,1780,car,0.6481,1002.0,0.8,1137.5,73.5
74.241,1780,person,0.5754,77.2,395.2,121.9,521.5
74.241,1780,person,0.5344,92.2,242.5,144.7,351.1
74.241,1780,car,0.5319,699.8,0.0,832.6,47.6
74.241,1780,person,0.5168,38.5,391.8,74.1,504.0
74.241,1780,person,0.5157,783.7,363.0,822.9,463.9
74.241,1780,car,0.439,749.2,24.6,903.7,165.4
74.241,1780,person,0.4207,8.5,390.9,44.5,503.9
74.241,1780,bus,0.4201,1041.7,510.7,1279.7,720.0
74.241,1780,person,0.3984,307.5,121.9,344.5,229.3
74.241,1780,person,0.3799,525.8,167.5,563.6,217.8
74.241,1780,person,0.3791,207.9,271.9,249.3,375.7
74.241,1780,car,0.3454,454.7,189.5,629.8,344.9
74.241,1780,person,0.3167,647.2,332.8,688.7,430.5
74.241,1780,person,0.2933,654.1,281.4,687.0,359.8
74.241,1780,person,0.2883,651.6,284.3,691.8,410.5
74.241,1780,bus,0.2613,457.0,187.9,628.6,344.2
74.241,1780,person,0.2586,473.3,100.0,517.4,189.5
74.658,1790,car,0.8422,858.5,169.3,1010.6,311.8
74.658,1790,car,0.8367,670.2,139.1,831.9,309.5
74.658,1790,car,0.7865,1066.0,161.2,1217.6,308.8
74.658,1790,car,0.7849,1149.3,21.0,1279.5,166.5
74.658,1790,car,0.7644,922.3,56.9,1062.9,192.4
74.658,1790,person,0.6812,341.9,76.4,375.9,181.3
74.658,1790,car,0.6711,1002.6,1.1,1138.4,73.6
74.658,1790,person,0.6707,1062.3,283.2,1098.1,390.8
74.658,1790,person,0.6608,426.1,287.9,468.3,390.6
74.658,1790,car,0.657,568.8,2.7,735.9,169.0
74.658,1790,car,0.6237,452.5,187.2,624.5,351.0
74.658,1790,car,0.6096,748.9,21.3,904.5,165.8
74.658,1790,person,0.57,319.6,360.4,361.9,466.8
74.658,1790,person,0.5473,90.4,94.7,125.6,200.8
74.658,1790,person,0.5301,145.2,271.8,191.9,383.7
74.658,1790,person,0.5286,249.2,272.6,280.5,376.9
74.658,1790,person,0.49,272.8,259.1,308.7,371.1
74.658,1790,person,0.4442,1247.1,356.2,1279.4,448.9
74.658,1790,person,0.423,345.3,332.9,384.4,432.2
74.658,1790,truck,0.4073,454.1,185.3,624.4,352.5
74.658,1790,truck,0.2674,0.0,423.4,262.6,715.4
75.075,1800,car,0.8334,667.2,142.6,829.8,311.0
75.075,1800,car,0.8173,857.8,169.6,1009.5,316.2
75.075,1800,car,0.8122,1056.9,178.6,1207.2,328.4
75.075,1800,car,0.7745,922.1,57.5,1063.4,192.4
75.075,1800,car,0.7688,1150.1,21.0,1279.5,164.6
75.075,1800,car,0.7428,417.3,212.0,613.7,376.7
75.075,1800,car,0.7211,529.5,52.5,697.3,223.7
75.075,1800,person,0.6998,376.7,29.9,414.4,134.2
75.075,1800,car,0.6904,1002.7,1.3,1137.8,72.8
75.075,1800,person,0.6453,472.8,317.3,510.0,421.6
75.075,1800,person,0.633,137.0,414.2,189.1,521.1
75.075,1800,car,0.6279,749.4,17.5,904.3,165.7
75.075,1800,bicycle,0.6251,280.6,445.1,340.7,529.3
75.075,1800,person,0.575,78.0,396.5,124.5,521.3
75.075,1800,person,0.5267,258.0,258.7,300.7,370.7
75.075,1800,person,0.5171,36.3,393.0,74.9,504.8
75.075,1800,person,0.4096,6.7,391.2,43.4,504.6
75.075,1800,person,0.4015,281.8,405.5,329.3,494.5
75.075,1800,person,0.3673,537.9,595.4,686.7,719.4
75.075,1800,person,0.3135,221.6,303.2,250.4,398.7
75.075,1800,person,0.2661,565.5,328.0,608.9,431.2
75.492,1810,car,0.8704,909.0,463.0,1075.8,632.2
75.492,1810,car,0.8268,802.6,283.8,957.2,433.7
75.492,1810,car,0.8135,615.7,231.9,777.1,406.2
75.492,1810,car,0.8131,1111.1,102.2,1260.6,246.2
75.492,1810,car,0.7952,497.5,93.5,670.7,269.1
75.492,1810,car,0.7792,298.3,316.5,530.0,475.3
75.492,1810,car,0.7513,1002.6,0.7,1137.7,76.1
75.492,1810,car,0.6973,905.0,86.9,1049.7,224.0
75.492,1810,person,0.6931,403.7,0.0,440.7,95.4
75.492,1810,person,0.6906,69.4,430.7,120.2,537.5
75.492,1810,car,0.6608,693.5,105.7,857.2,258.4
75.492,1810,car,0.5653,1176.2,0.3,1279.1,37.3
75.492,1810,person,0.4649,3.6,251.4,49.9,364.9
75.492,1810,person,0.4532,148.9,545.5,188.9,673.6
75.492,1810,person,0.4159,219.3,298.8,250.2,402.4
75.492,1810,person,0.412,259.2,262.3,294.8,370.4
75.492,1810,bicycle,0.3806,149.2,563.5,186.9,673.1
75.492,1810,bicycle,0.3738,151.6,594.0,185.4,673.7
75.492,1810,person,0.3502,139.1,383.0,178.6,481.6
75.492,1810,person,0.3202,97.2,370.0,140.3,476.3
75.492,1810,person,0.2861,2.8,625.6,49.3,714.8
75.492,1810,person,0.26,229.0,234.6,253.2,315.6
75.492,1810,person,0.2541,758.5,85.5,793.1,135.8
75.909,1820,car,0.8842,875.7,602.5,1048.2,718.4
75.909,1820,car,0.8752,436.4,579.2,605.2,718.8
75.909,1820,car,0.794,895.2,129.3,1048.3,264.4
75.909,1820,car,0.7182,0.0,383.4,367.4,524.2
75.909,1820,car,0.6907,1023.1,0.9,1135.4,34.5
75.909,1820,person,0.6868,62.2,197.8,108.0,315.1
75.909,1820,car,0.6495,1056.0,115.3,1221.0,297.9
75.909,1820,person,0.6364,126.6,494.0,167.9,608.0
75.909,1820,person,0.6272,73.0,557.7,114.9,673.2
75.909,1820,car,0.5888,741.8,352.2,903.9,522.2
75.909,1820,car,0.5838,544.2,339.3,724.5,516.7
75.909,1820,person,0.5373,206.5,634.8,256.3,719.5
75.909,1820,person,0.5278,26.5,543.3,71.0,660.5
75.909,1820,truck,0.4539,403.4,199.3,582.5,376.7
75.909,1820,car,0.4179,402.9,200.7,583.1,376.8
75.909,1820,person,0.3915,221.8,279.0,252.0,370.6
75.909,1820,person,0.3652,258.9,265.0,294.5,370.1
75.909,1820,person,0.3536,181.8,274.4,214.0,362.8
75.909,1820,person,0.3144,116.1,204.6,155.0,314.9
75.909,1820,person,0.3099,0.0,583.8,21.8,704.5
75.909,1820,car,0.2965,715.2,0.1,818.1,64.8
75.909,1820,person,0.2931,251.2,262.0,299.8,372.2
75.909,1820,person,0.2646,183.3,227.2,215.4,360.1
75.909,1820,person,0.26,183.7,227.5,214.6,315.6
75.909,1820,person,0.2527,185.2,228.0,213.8,291.7
76.326,1830,car,0.8271,722.2,560.4,877.5,718.5
76.326,1830,person,0.7706,111.7,447.7,160.7,564.8
76.326,1830,car,0.7359,856.3,213.8,1017.5,365.6
76.326,1830,person,0.6858,340.6,481.0,383.8,604.4
76.326,1830,car,0.6699,341.2,254.8,534.4,438.0
76.326,1830,person,0.6339,131.1,170.3,161.1,272.8
76.326,1830,car,0.6242,924.6,0.0,1102.9,131.9
76.326,1830,person,0.6185,148.8,381.0,193.4,494.2
76.326,1830,person,0.5393,59.2,448.1,97.9,569.0
76.326,1830,car,0.5226,1069.9,170.1,1219.2,338.6
76.326,1830,person,0.4893,257.6,264.0,293.8,371.0
76.326,1830,person,0.4148,189.1,272.3,225.1,382.3
76.326,1830,person,0.3602,102.8,329.9,143.8,428.4
76.326,1830,car,0.3479,532.4,0.1,645.2,33.3
76.326,1830,person,0.3315,622.5,57.5,662.2,163.1
76.326,1830,person,0.2717,137.5,321.0,169.4,398.4
76.326,1830,car,0.2696,625.1,0.0,727.5,37.1
76.326,1830,person,0.2661,221.0,300.0,252.5,400.2
76.326,1830,car,0.2591,622.3,39.3,734.7,156.6
76.326,1830,person,0.2549,249.4,262.9,283.5,371.8
76.743,1840,car,0.7875,923.2,489.9,1103.7,706.6
76.743,1840,car,0.7801,595.5,618.3,767.1,720.0
76.743,1840,car,0.7706,258.9,303.6,488.2,485.8
76.743,1840,person,0.7694,476.9,312.5,526.8,427.5
76.743,1840,car,0.7535,531.9,1.1,718.8,57.4
76.743,1840,car,0.7254,1012.6,1.6,1128.5,53.5
76.743,1840,car,0.618,1043.8,188.1,1204.3,375.5
76.743,1840,person,0.4982,100.0,338.3,145.1,453.1
76.743,1840,car,0.4634,764.1,255.1,937.9,458.5
76.743,1840,car,0.4313,533.2,99.2,645.7,155.4
76.743,1840,person,0.4025,220.5,289.5,252.7,399.7
76.743,1840,person,0.3705,137.4,232.7,173.6,334.2
76.743,1840,person,0.353,172.8,328.3,208.0,429.1
76.743,1840,person,0.3451,256.9,257.5,294.6,370.5
76.743,1840,person,0.3326,79.3,486.3,115.5,603.7
76.743,1840,truck,0.3268,764.9,250.8,937.4,459.9
76.743,1840,person,0.31,44.2,449.0,83.3,561.1
76.743,1840,person,0.3037,29.9,550.9,75.3,692.5
76.743,1840,person,0.2586,179.2,232.2,213.8,326.3
77.16,1850,car,0.8642,627.7,64.9,812.3,214.6
77.16,1850,car,0.8357,982.1,381.0,1136.9,538.1
77.16,1850,car,0.811,919.4,17.5,1085.2,194.2
77.16,1850,person,0.7522,446.8,227.5,488.7,343.0
77.16,1850,car,0.7409,737.9,372.5,899.5,534.6
77.16,1850,car,0.7238,1118.1,78.2,1262.1,219.4
77.16,1850,car,0.6826,208.6,328.8,444.5,512.9
77.16,1850,car,0.6789,526.8,0.0,715.7,86.1
77.16,1850,person,0.6484,67.6,499.0,109.8,616.2
77.16,1850,person,0.6297,10.7,499.1,62.3,623.7
77.16,1850,person,0.6205,328.8,74.1,362.6,174.0
77.16,1850,person,0.5406,152.6,336.6,200.0,459.2
77.16,1850,car,0.5141,1247.1,547.7,1279.5,705.2
77.16,1850,car,0.4883,834.3,0.1,960.3,37.1
77.16,1850,person,0.4434,57.3,322.1,98.2,435.1
77.16,1850,truck,0.3685,494.9,170.8,606.1,348.3
77.16,1850,car,0.3042,491.6,170.6,600.2,221.5
77.16,1850,person,0.2838,74.6,290.4,113.5,389.1
77.16,1850,person,0.2582,106.7,295.7,144.2,408.1
77.578,1860,car,0.8239,1046.4,0.0,1170.7,54.7
77.578,1860,car,0.7881,719.5,445.0,899.6,635.9
77.578,1860,car,0.7764,554.6,135.2,745.3,291.0
77.578,1860,person,0.7568,425.9,136.8,470.7,249.2
77.578,1860,car,0.7517,968.7,559.1,1137.6,720.0
77.578,1860,car,0.7259,1021.0,223.3,1192.9,406.6
77.578,1860,car,0.6516,174.9,342.3,429.0,524.4
77.578,1860,car,0.6344,930.3,62.5,1080.0,226.2
77.578,1860,person,0.6122,467.1,304.1,501.8,416.8
77.578,1860,person,0.5752,76.0,403.1,116.9,516.0
77.578,1860,person,0.5525,31.9,420.5,80.1,527.2
77.578,1860,person,0.4044,305.6,101.2,346.7,201.4
77.578,1860,car,0.3877,533.1,0.0,725.4,112.2
77.578,1860,truck,0.371,761.4,0.5,953.4,150.0
77.578,1860,bus,0.3305,758.9,0.8,956.9,150.8
77.578,1860,person,0.2859,146.3,337.3,184.9,460.6
77.578,1860,truck,0.2505,473.9,249.8,579.7,402.7
77.995,1870,car,0.8467,52.7,382.8,331.5,575.4
77.995,1870,bus,0.8428,501.1,2.6,743.2,160.4
77.995,1870,car,0.8363,719.5,441.2,890.9,639.8
77.995,1870,bus,0.8175,682.7,83.1,894.6,384.2
77.995,1870,car,0.8077,900.7,564.1,1083.8,719.3
77.995,1870,car,0.6957,991.7,0.9,1120.9,167.1
77.995,1870,car,0.6953,430.6,253.8,628.6,414.4
77.995,1870,car,0.6721,796.8,5.3,928.1,133.0
77.995,1870,person,0.645,335.9,146.8,384.5,265.3
77.995,1870,person,0.6176,97.4,306.0,139.7,413.0
77.995,1870,person,0.4877,373.3,0.4,410.5,91.6
77.995,1870,truck,0.4731,334.0,342.3,480.1,536.3
77.995,1870,person,0.4312,66.3,324.5,109.7,453.7
77.995,1870,person,0.304,242.8,303.8,278.7,388.5
77.995,1870,person,0.27,303.5,85.8,337.3,190.6
77.995,1870,person,0.2637,40.4,297.3,81.5,410.8
78.412,1880,car,0.8845,0.1,421.0,226.3,608.1
78.412,1880,bus,0.8715,508.1,2.8,734.3,249.8
78.412,1880,car,0.8595,776.6,498.5,938.3,678.8
78.412,1880,car,0.8515,704.5,178.0,852.0,313.4
78.412,1880,car,0.8433,546.3,434.7,713.1,592.6
78.412,1880,car,0.7995,250.0,330.6,534.9,498.3
78.412,1880,car,0.7836,1202.3,1.1,1279.3,68.1
78.412,1880,car,0.7303,871.9,0.0,999.4,74.0
78.412,1880,car,0.6805,1033.0,206.8,1192.9,396.2
78.412,1880,car,0.5963,1247.8,336.3,1279.4,436.0
78.412,1880,car,0.5802,909.0,95.0,1064.1,272.7
78.412,1880,car,0.5556,487.9,635.4,688.9,720.0
78.412,1880,person,0.4223,322.6,150.8,366.5,272.8
78.412,1880,person,0.3851,111.7,187.2,158.5,307.0
78.412,1880,person,0.3631,243.8,301.6,280.6,413.2
78.412,1880,person,0.3597,253.6,558.7,292.3,688.4
78.412,1880,person,0.2956,16.5,231.6,49.4,330.5
78.412,1880,person,0.2761,302.2,31.9,340.0,137.4
78.829,1890,bus,0.919,476.4,2.2,724.6,319.0
78.829,1890,car,0.8066,1079.6,172.7,1221.6,306.7
78.829,1890,car,0.8018,901.2,85.6,1064.9,265.1
78.829,1890,car,0.7816,1161.8,36.1,1279.5,182.1
78.829,1890,person,0.6943,124.1,427.7,175.0,553.2
78.829,1890,car,0.6212,863.6,0.0,968.1,34.2
78.829,1890,car,0.5904,1017.9,590.5,1216.0,719.2
78.829,1890,car,0.5676,758.4,80.4,905.7,228.7
78.829,1890,person,0.5246,304.2,42.6,341.0,154.3
78.829,1890,person,0.4167,145.0,113.8,188.7,214.8
78.829,1890,car,0.4081,1045.7,1.2,1157.2,26.9
78.829,1890,person,0.2946,204.9,80.0,239.6,180.4
79.246,1900,car,0.8354,966.9,49.5,1104.5,189.2
79.246,1900,car,0.8313,1076.3,183.7,1218.3,312.7
79.246,1900,car,0.8045,702.6,179.3,857.9,335.8
79.246,1900,bus,0.7965,483.0,2.9,724.3,314.2
79.246,1900,car,0.7904,873.2,137.7,1035.2,321.8
79.246,1900,car,0.7649,1154.8,52.4,1279.6,196.8
79.246,1900,car,0.6888,986.5,0.5,1118.7,50.5
79.246,1900,car,0.6872,774.6,54.2,918.6,196.9
79.246,1900,person,0.6473,104.3,263.6,149.1,382.1
79.246,1900,person,0.5573,286.6,7.5,325.1,105.6
79.246,1900,person,0.5382,46.3,336.0,98.0,448.4
79.246,1900,person,0.5308,342.2,11.0,379.2,114.1
79.246,1900,person,0.5175,2.0,344.9,44.2,471.8
79.246,1900,person,0.4862,574.7,268.7,623.3,415.3
79.246,1900,car,0.4643,1208.3,0.7,1279.3,57.1
79.246,1900,person,0.4461,1027.3,288.6,1060.1,377.2
79.246,1900,person,0.4345,120.1,48.5,156.4,146.5
79.246,1900,person,0.4332,318.4,344.1,364.1,463.4
79.246,1900,person,0.4166,6.2,207.5,47.2,309.6
79.246,1900,person,0.4017,527.3,257.4,559.6,353.2
79.246,1900,person,0.2991,174.3,234.6,210.4,314.0
79.246,1900,person,0.289,163.1,334.4,208.7,433.2
79.246,1900,person,0.271,570.2,309.5,621.9,417.5
79.663,1910,bus,0.8317,486.6,2.7,720.9,319.6
79.663,1910,car,0.7696,1074.8,183.2,1218.0,316.1
79.663,1910,car,0.7455,966.7,43.0,1105.0,187.9
79.663,1910,car,0.7321,775.8,57.0,918.4,197.1
79.663,1910,car,0.6995,703.7,178.7,856.9,338.6
79.663,1910,car,0.6956,824.7,0.0,941.4,52.3
79.663,1910,car,0.6947,1155.3,53.4,1279.4,197.4
79.663,1910,car,0.6662,1055.0,494.3,1279.9,614.5
79.663,1910,car,0.6362,877.1,138.4,1034.2,307.6
79.663,1910,person,0.6009,718.5,335.1,780.8,458.7
79.663,1910,person,0.5958,56.8,148.1,92.9,241.2
79.663,1910,person,0.5845,3.4,329.5,53.9,455.7
79.663,1910,person,0.5822,132.0,224.0,181.7,334.5
79.663,1910,person,0.52,426.4,295.4,482.8,423.4
79.663,1910,person,0.5154,106.5,137.6,143.4,245.6
79.663,1910,person,0.5146,607.5,340.0,652.8,455.3
79.663,1910,person,0.5092,803.7,273.2,845.4,374.4
79.663,1910,person,0.4835,223.2,222.4,256.9,336.0
79.663,1910,person,0.4695,880.4,321.8,925.8,431.5
79.663,1910,person,0.4628,563.7,355.2,607.2,466.3
79.663,1910,person,0.45,954.8,258.1,996.7,354.0
79.663,1910,person,0.4462,1105.4,350.9,1163.8,464.4
79.663,1910,person,0.4394,563.9,374.1,595.5,467.8
79.663,1910,car,0.4224,1209.3,0.9,1279.4,56.9
79.663,1910,car,0.4178,973.3,0.2,1119.0,65.7
79.663,1910,person,0.4075,986.6,303.0,1021.0,412.5
79.663,1910,person,0.4044,159.2,110.7,192.3,208.0
79.663,1910,person,0.3652,177.8,238.5,210.3,325.4
79.663,1910,person,0.3518,1008.5,344.4,1065.6,458.5
79.663,1910,person,0.3222,432.1,294.1,474.3,392.5
79.663,1910,person,0.3142,851.7,347.1,888.9,446.6
79.663,1910,person,0.277,139.1,143.8,169.7,233.6
79.663,1910,person,0.2615,187.0,308.9,219.6,411.9
79.663,1910,person,0.2614,1009.5,344.1,1089.5,463.0
79.663,1910,person,0.2593,168.8,236.7,211.0,355.2
79.663,1910,person,0.2582,578.9,291.2,624.1,370.5
80.08,1920,car,0.8979,782.5,480.1,1131.8,603.8
80.08,1920,car,0.8797,94.3,460.7,487.3,591.8
80.08,1920,bus,0.807,490.3,2.9,723.6,323.0
80.08,1920,car,0.8024,0.1,543.5,144.5,659.9
80.08,1920,car,0.7284,704.2,179.7,858.8,337.0
80.08,1920,person,0.6904,407.1,316.9,453.5,417.2
80.08,1920,car,0.6798,776.9,56.8,918.4,197.4
80.08,1920,car,0.6709,966.2,43.3,1104.6,188.2
80.08,1920,person,0.6612,1174.6,328.1,1220.3,443.4
80.08,1920,person,0.6565,672.8,355.7,735.2,463.8
80.08,1920,person,0.6015,41.3,355.0,83.6,479.6
80.08,1920,car,0.5975,1078.1,183.0,1218.2,284.2
80.08,1920,car,0.5663,875.1,138.6,1033.8,319.8
80.08,1920,person,0.531,557.2,276.1,589.1,364.4
80.08,1920,person,0.4938,1055.7,252.6,1092.2,369.7
80.08,1920,person,0.4771,156.7,311.5,201.2,420.0
80.08,1920,person,0.4637,182.8,237.6,211.6,341.9
80.08,1920,person,0.4595,744.8,355.4,792.1,456.9
80.08,1920,person,0.4589,136.7,230.0,169.8,328.4
80.08,1920,car,0.4557,815.9,0.0,948.1,70.1
