camera_id,video_id,timestamp,frame_id,object_type,confidence,x1,y1,x2,y2
CAM_CITY_STREET_01,mixkit_100,2.336,56,car,0.619,539.4,110.3,608.7,173.5
CAM_CITY_STREET_01,mixkit_100,2.336,56,car,0.5303,601.3,66.4,696.6,184.2
CAM_CITY_STREET_01,mixkit_100,2.336,56,car,0.5284,2.5,38.1,139.6,350.0
CAM_CITY_STREET_01,mixkit_100,2.336,56,car,0.4131,599.9,66.0,734.2,180.9
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.8574,999.1,2.4,1277.4,299.0
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.8197,654.9,84.7,800.2,206.2
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.7588,418.2,43.9,547.3,225.7
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.7393,791.4,3.6,1029.7,237.5
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.7234,122.1,4.5,458.9,254.3
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.6867,539.7,115.9,608.0,180.6
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.6658,0.5,4.2,144.6,359.9
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.5998,604.0,74.5,734.2,190.7
CAM_CITY_STREET_01,mixkit_100,2.419,58,car,0.3486,603.3,76.3,691.6,192.4
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.8144,1017.0,2.9,1277.7,314.0
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.7552,417.1,50.9,547.3,234.5
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.75,655.3,91.1,803.6,215.0
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.7295,120.3,2.8,459.7,261.6
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.6993,0.5,3.5,142.8,369.0
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.6857,540.5,123.8,608.4,187.1
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.5858,794.2,6.5,1040.2,245.6
CAM_CITY_STREET_01,mixkit_100,2.502,60,car,0.54,604.0,82.6,694.7,199.1
CAM_CITY_STREET_01,mixkit_100,2.502,60,truck,0.3986,793.2,7.5,1040.8,246.4
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.8362,125.8,4.4,459.1,270.9
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.8361,1030.8,2.7,1278.7,329.6
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.8228,659.1,99.8,805.9,221.8
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.7795,418.3,60.3,546.8,241.5
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.7408,0.5,3.6,140.9,378.4
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.5324,541.0,133.0,608.3,194.7
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.5103,603.2,90.6,727.8,206.9
CAM_CITY_STREET_01,mixkit_100,2.586,62,car,0.4985,796.8,10.3,1056.6,256.3
CAM_CITY_STREET_01,mixkit_100,2.586,62,truck,0.411,797.0,9.7,1055.4,255.1
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.8286,1048.7,2.7,1279.4,345.3
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.7994,124.9,8.7,459.4,277.8
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.7808,0.3,3.6,143.1,393.2
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.7761,416.7,68.2,546.9,249.5
